ESD Code,ESD Name,District-County Code,District name,School Code,School name,Lowest Grade,Highest Grade,Physical AddressLine1,Physical City,Physical State,Physical ZipCode,phone,School Type
11801,Educational Service District 123,3017,Kennewick School District,3369,Vista Elementary School,K ,5,1701 NORTH YOUNG STREET,KENNEWICK,Washington,99336-1199,509.222.6527,Public School
4801,North Central Educational Service District 171,4246,Wenatchee School District,3370,Orchard Middle School,6,8,1024 ORCHARD AVE,WENATCHEE,Washington,98801-0000,(509) 662-745 ,Public School
6801,Educational Service District 112,6101,La Center School District,3371,La Center Middle School,6,8,700 East 4th Street,La Center,Washington,98629,360.263.2136,Public School
4801,North Central Educational Service District 171,9206,Eastmont School District,3372,Eastmont Junior High,8,9,905 NE 8th Street,East Wenatchee,Washington,98802-4498,509.884.2407,Public School
4801,North Central Educational Service District 171,13165,Ephrata School District,3373,Ephrata Middle School,7,8,384 A SE,EPHRATA,Washington,98823-0000,509.754.4659,Public School
34801,Educational Service District 113,14066,Montesano School District,3374,Simpson Avenue Elementary,4,6,519 West Simpson Avenue,Montesano,Washington,98563-1151,360.249.4331,Public School
34801,Educational Service District 113,14117,Wishkah Valley School District,3375,Wishkah Valley Elementary/High School,K ,12,4640 Wishkah Rd.,Aberdeen,Washington,98520-9626,360.532.3128,Public School
29801,Northwest Educational Service District 189,15201,Oak Harbor School District,3377,Crescent Harbor Elem,K ,5,330 E. Crescent Harbor Rd.,Oak Harbor,Washington,98277-0000,(360)279-5652,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3378,Graham Hill Elementary School,PK,5,5149 S GRAHAM ST,SEATTLE,Washington,98118-2938,206.225.7140,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3380,Rainier View Elementary School,PK,5,11650 BEACON AV S,SEATTLE,Washington,98178-2881,206.252.6700,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3381,Lakota Middle School,6,8,1415 SW 314TH ST,FEDERAL WAY,Washington,98023-4521,253.945.4800,Public School
17801,Puget Sound Educational Service District 121,17401,Highline School District,3382,Seahurst Elementary School,K ,6,14603 14th Ave SW,Burien,Washington,98166-1730,(206) 433-2531,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3385,Issaquah High School,9,12,700 2ND AVE SE,ISSAQUAH,Washington,98027-4319,(425) 837-6000,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3386,Sunny Hills Elementary,K ,5,3200 ISSAQUAH-PINE LAKE RD SE,SAMMAMISH,Washington,98075-7528,425.837.7400,Public School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3387,Kellogg Middle School,7,8,16045 25th Avenue N.E.,Shoreline,Washington,98155-6426,(206) 368-4783,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3388,Covington Elementary School,K ,6,17070 SE Wax Road,Covington,Washington,98042-9122,253.373.7652,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3389,Scenic Hill Elementary School,K ,6,26025 Woodland Way S,Kent,Washington,98030-6363,253.373.7479,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,3390,Lockwood Elementary,K ,6,24118 Lockwood RD,Bothell,Washington,98021-9419,425.408.5800,Public School
18801,Olympic Educational Service District 114,18400,North Kitsap School District,3391,Suquamish Elementary School,K ,5,18950 PARK AVE NE,SUQUAMISH,Washington,98392-9706,360.394.6900,Public School
18801,Olympic Educational Service District 114,18400,North Kitsap School District,3391,Suquamish Elementary School,K ,5,18950 PARK AVE NE,SUQUAMISH,Washington,98392-9706,360.598.4219,Public School
39801,Educational Service District 105,20203,Bickleton School District,3392,Bickleton Elementary & High Schl,K ,12,100 MARKET ST.,BICKLETON,Washington,99322-0000,(509) 896-5473,Public School
39801,Educational Service District 105,20404,Goldendale School District,3393,Goldendale Middle School,5,8,520 E. COLLINS DR.,GOLDENDALE,Washington,98620-9298,(509) 773-4323,Public School
6801,Educational Service District 112,20405,White Salmon Valley School District,3394,Wayne M Henkle Middle School,5,8,480 NW LOOP ROAD,WHITE SALMON,Washington,98672-0000,(509) 493-1502,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,3396,Woodinville Community Center,10,12,12225 NE 160,Bothell,Washington,98011-4167,425.408.7735,Institution
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3397,Bryant,PK,8,717 S Grant Ave,Tacoma,Washington,98405-0000,253.571.2800,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3398,Mt Tahoma,9,12,4634 S 74th Street,Tacoma,Washington,98409-0000,253.571.3800,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,3399,Eismann Elementary,K ,5,13802 Canyon View Blvd East,Bonney Lake,Washington,98391,253.891.4500,Public School
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,3401,Perry G Keithley Middle School,6,8,12324 12TH AVE S,TACOMA,Washington,98444-3899,537.021.1121 ext.1,Public School
29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,3402,Samish Elementary School,K ,6,23953 Prairie Road,Sedro-Woolley,Washington,98284-0000,360.855.3540,Public School
29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,3403,Clear Lake Elementary School,K ,6,23631 Lake Street,Clear Lake,Washington,98235-0000,360.855.3530,Public School
29801,Northwest Educational Service District 189,29103,Anacortes School District,3404,Whitney Elementary,PK,K ,1200 M Avenue,Anacortes,Washington,98221-0000,360.293.9536,Public School
6801,Educational Service District 112,30002,Skamania School District,3405,Skamania Elementary,K ,8,122 Butler Loop Road,Skamania,Washington,98648-6021,,Public School
6801,Educational Service District 112,30031,Mill A School District,3406,Mill A Elementary School,K ,8,1142 JESSUP ROAD,COOK,Washington,98605-0000,509.538.2522,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,3407,Cascade High School,9,12,801 E. Casino Rd.,Everett,Washington,98203-6599,425.385.6000,Public School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,3408,Lake Stevens Middle School,6,7,1031 91st Ave SE,Lake Stevens,Washington,98258,425.335.1544,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3409,Cedar Valley Community School,K ,6,19200 56TH AVE W,LYNNWOOD,Washington,98036-0000,425.431.7390,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3410,Spruce Elementary,K ,6,17405 42ND AVE W,LYNNWOOD,Washington,98037-7499,425.431.7720,Public School
32801,Educational Service District 101,32081,Spokane School District,3411,Havermale High School,9,12,1300 W Knox Ave,Spokane,Washington,99205-4386,354-6401,Public School
32801,Educational Service District 101,32081,Spokane School District,3412,Ferris High School,9,12,3020 E 37Th Ave,Spokane,Washington,99223-4598,509.354.6011,Public School
32801,Educational Service District 101,32081,Spokane School District,3413,Salk Middle School,7,8,6411 N Alberta St,Spokane,Washington,99208-4499,509.354.5603,Public School
32801,Educational Service District 101,32354,Mead School District,3414,Evergreen Elementary School,K ,6,215 W EDDY,SPOKANE,Washington,99208-5908,509.465.6400,Public School
32801,Educational Service District 101,32356,Central Valley School District,3415,University High School,9,12,12420 E. 32nd Ave.,Spokane,Washington,99216-0000,(509)228-5240,Public School
32801,Educational Service District 101,32362,Liberty School District,3416,Liberty High School,9,12,6404 E SPANGLE-WAVERLY RD,SPANGLE,Washington,99031-9797,509-245-328,Public School
29801,Northwest Educational Service District 189,37504,Lynden School District,3417,Fisher Elementary School,K ,5,501 N 14TH ST,LYNDEN,Washington,98264-0000,(360) 354-4291,Public School
32801,Educational Service District 101,38265,Tekoa School District,3418,Tekoa High School,7,12,513 E HENKLE - 0869,TEKOA,Washington,99033-0869,509.284.3401,Public School
32801,Educational Service District 101,38267,Pullman School District,3419,Lincoln Middle School,6,8,315 SE Crestview,Pullman,Washington,99163-2298,509.334.3411,Public School
32801,Educational Service District 101,1158,Lind School District,3421,Lind Elementary School,PK,6,206 W 3RD ST,LIND,Washington,99341-0340,509.677.3408,Public School
18801,Olympic Educational Service District 114,5401,Cape Flattery School District,3422,Clallam Bay High & Elementary,K ,12,16-933 HWY 112,Clallam Bay,Washington,98326-0337,360.963.2142,Public School
6801,Educational Service District 112,6037,Vancouver School District,3423,Columbia River High,9,12,800 NW 99TH ST,VANCOUVER,Washington,98665-7599,360.313.3900,Public School
6801,Educational Service District 112,6037,Vancouver School District,3424,George C Marshall Elementary,K ,5,6400 MACARTHUR BLVD,VANCOUVER,Washington,98661-7533,360.313.2400,Public School
11801,Educational Service District 123,11001,Pasco School District,3425,Edwin Markham Elementary,K ,5,4031 ELM ROAD,PASCO,Washington,99301-0000,509.543.6790,Public School
4801,North Central Educational Service District 171,13144,Quincy School District,3426,George Elementary,K ,4,101 S. WASHINGTON WAY,QUINCY,Washington,98848-0000,509.785.2244,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3429,Schmitz Park Elementary School,K ,5,5000 SW SPOKANE ST,SEATTLE,Washington,98116-3234,206.252.9700,Public School
17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,3430,Black Diamond Elementary,K ,5,25314 Baker Street,Black Diamond,Washington,98010-9734,360.802.7600,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3431,Totem Middle School,6,8,26630 40TH AVE S,KENT,Washington,98031-7017,253.945.5100,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3432,Olympic View Elementary School,PK,5,2626 SW 327TH ST,FEDERAL WAY,Washington,98023-2535,253.945.3500,Public School
17801,Puget Sound Educational Service District 121,17400,Mercer Island School District,3433,West Mercer Elementary,K ,5,4141 81st Ave SE,Mercer Island,Washington,98040-3928,206.236.3433,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3434,Nelsen Middle School,6,8,2403 JONES AVE S,RENTON,Washington,98055-4304,425.204.3000,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3435,Tillicum Middle School,6,8,16020 SE 16th Street,Bellevue,Washington,98008-5098,425.456.6700,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3436,Medina Elementary School,K ,5,8001 NE 8TH ST.,MEDINA,Washington,98039-4710,425.456.5400,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3437,Newport Heights Elementary,K ,5,5225 119th Ave SE,Bellevue,Washington,98006-3301,425.456.5500,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,3439,Chinook Elementary School,PK,5,3502 AUBURN WAY S,AUBURN,Washington,98092-7221,253.931.4980,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3440,Briarwood Elementary,K ,5,17020 SE 134TH ST,RENTON,Washington,98059-7020,(425) 837-5000,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3441,Twain Elementary,K ,6,9525 130th Ave NE,Kirkland,Washington,98033-5266,425.828.3210,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,3442,Moorlands Elementary,K ,6,15115 84 AV NE,Kenmore,Washington,98028-4709,425.408.5100,Public School
34801,Educational Service District 113,25160,Willapa Valley School District,3444,Willapa Elementary,K ,5,845 Willapa 4th Street,Raymond,Washington,98577-9308,(360) 942-3311,Public School
17801,Puget Sound Educational Service District 121,27001,Steilacoom Hist. School District,3446,Cherrydale Elementary,K ,3,1201 GALLOWAY,STEILACOOM,Washington,98388-0000,253.983.2500,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,3447,Aylen Jr High,7,9,101 15th St NW,Puyallup,Washington,98371-5251,253.841.8723,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3448,Truman,6,8,5801 N 35th St,Tacoma,Washington,98407-0000,253.571.5600,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3449,Birney,PK,5,1202 S 76th St,Tacoma,Washington,98408-0000,253.571.4600,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3452,Whittier,PK,5,777 Elm Tree Ln,Tacoma,Washington,98466-0000,253.571.7500,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3453,McCarver,PK,5,2111 S J St,Tacoma,Washington,98405-0000,253.571.4900,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3454,Beachwood Elementary School,PK,5,American LK Ave & Concord ST,Lakewood,Washington,98433-1399,253.583.5200,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3455,Dower Elementary School,PK,5,7817 Dower RD West,Lakewood,Washington,98499-2333,253.583.5240,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3456,Lakes High School,9,12,10320 Farwest DR SW,Lakewood,Washington,98498-1799,253.583.5500,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3457,Carter Lake Elementary School,PK,5,3415 Lincoln Blvd SW,Tacoma,Washington,98439-2299,253.583.5210,Public School
17801,Puget Sound Educational Service District 121,27416,White River School District,3458,Glacier Middle School,6,8,240 North C St,Buckley,Washington,98321-9323,360.829.6147,Public School
6801,Educational Service District 112,30029,Mount Pleasant School District,3459,Mount Pleasant Elementary School,K ,6,152 Marble Rd.,Washougal,Washington,98671-7913,360.835.3371,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3461,Seaview Elementary,K ,6,8426 188TH ST SW,EDMONDS,Washington,98020-2299,425.431.7383,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3463,Madrona Nongraded,PK,8,9300 236TH ST SW,EDMONDS,Washington,98020-5637,425.431.7979,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31015,Edmonds School District,3464,Meadowdale High School,9,12,6002 168TH ST SW,LYNNWOOD,Washington,98037-2799,425.431.7650,Public School
32801,Educational Service District 101,32356,Central Valley School District,3465,Summit School,K ,8,612 S McDonald Road,Spokane Valley,Washington,99216-2303,(509)228-4290,Public School
32801,Educational Service District 101,32416,Riverside School District,3466,Riverside Middle School,6,8,3814 E. Deer Park/Milan Rd.,Chattaroy,Washington,99003-9733,509.464.8453,Public School
6801,Educational Service District 112,35200,Wahkiakum School District,3467,Wahkiakum High School,9,12,500 SOUTH 3RD STREET,CATHLAMET,Washington,98612-0000,360.795.3271,Public School
11801,Educational Service District 123,36140,Walla Walla Public Schools,3468,Walla Walla High School,9,12,800 ABBOTT RD,WALLA WALLA,Washington,99362-9300,509.526.8660,Public School
11801,Educational Service District 123,3400,Richland School District,3469,Twin Rivers Group Home,9,12,605 MCMURRAY,RICHLAND,Washington,99352-2239,(509) 734-7140,Institution
11801,Educational Service District 123,1147,Othello School District,3471,McFarland Middle School,6,8,790 S 10th Ave,Othello,Washington,99344-1463,509 488 3326,Public School
11801,Educational Service District 123,3017,Kennewick School District,3472,Park Middle School,6,8,1011 WEST 10TH AVENUE,KENNEWICK,Washington,99336-6097,509.222.6904,Public School
18801,Olympic Educational Service District 114,5313,Crescent School District,3473,Crescent School,K ,12,50350 Hwy 112,Port Angeles,Washington,98363-0000,360.928.3311,Public School
6801,Educational Service District 112,6117,Camas School District,3474,Lacamas Heights Elementary,K ,5,4600 NE Garfield Street,Camas,Washington,98607-9211,360.833.5740,Public School
6801,Educational Service District 112,8122,Longview School District,3475,Cascade Middle School,6,8,2821 Parkview Drive,Longview,Washington,98632-5501,360.577.2701,Public School
34801,Educational Service District 113,14005,Aberdeen School District,3476,J M Weatherwax High School,9,12,410 North G Street,Aberdeen,Washington,98520,360.538.2044,Public School
29801,Northwest Educational Service District 189,15201,Oak Harbor School District,3477,Broadview Elementary,K ,5,473 SW Fairhaven Dr.,Oak Harbor,Washington,98277-0000,((36) )27-5254,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3478,Kimball Elementary School,K ,5,3200 23 AV S,SEATTLE,Washington,98144-6432,206.252.7280,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3479,Nathan Hale High School,9,12,10750 30 AV NE,SEATTLE,Washington,98125-7937,206.252.3680,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3485,Hazelwood Elementary School,K ,5,6928 116TH AVE SE,NEWCASTLE,Washington,98056-1133,425.204.4550,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3486,Newport Senior High School,9,12,4333 Factoria Boulevard SE,Bellevue,Washington,98006-1999,425.456.7400,Public School
17801,Puget Sound Educational Service District 121,17406,Tukwila School District,3488,Tukwila Elementary,PK,5,5939 S 149TH ST,TUKWILA,Washington,98168-0000,206.901.7505,Public School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3489,Parkwood Elementary,K ,6,1815 N. 155th Street,Shoreline,Washington,98133-5904,(206) 368-4150,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3490,Thoreau Elementary,K ,6,8224 NE 138th,Kirkland,Washington,98034-5105,425.823.4350,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3491,Park Orchard Elementary School,K ,6,11010 SE 232nd ST,Kent,Washington,98031-3457,253.373.7473,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,3492,Inglemoor HS,10,12,15500 Simonds RD NE,Kenmore,Washington,98028-4430,425.408.7200,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,3493,Canyon Park Jr High,7,9,23723 23 AV SE,Bothell,Washington,98021-9644,425.408.6300,Public School
6801,Educational Service District 112,20402,Klickitat School District,3494,Klickitat Elem & High,K ,12,98 School Drive,Klickitat,Washington,98628-0037,509.369.4145,Public School
6801,Educational Service District 112,20402,Klickitat School District,3494,Klickitat Elem & High,K ,12,98 School Drive,Klickitat,Washington,98628-0037,509.369.4145,Public School
34801,Educational Service District 113,23311,Mary M Knight School District,3495,Mary M Knight High School,7,12,2987 W MATLOCK BRADY RD,ELMA,Washington,98541-9713,360.426.6767,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,3498,Skyline,PK,5,2301 N Mildred St,Tacoma,Washington,98406-0000,253.571.7800,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,3499,Sumner Middle School,6,8,1508 Willow,Sumner,Washington,98390-0000,253.891.5000,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,3499,Sumner Middle School,6,8,1508 Willow,Sumner,Washington,98390-0000,253.891.5000,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3500,Woodbrook Middle School,6,8,14920 Spring ST,Lakewood,Washington,98439-1129,(253) 583-5460,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,3501,Oakwood Elementary School,PK,5,3230 85th ST SO,Lakewood,Washington,98499-8814,253-5835340,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3503,Lynnwood Elementary,K ,6,18638 44TH AVE W,LYNNWOOD,Washington,98037-4605,425.431.7615,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3504,Meadowdale Elementary,K ,6,6505 168TH ST SW,LYNNWOOD,Washington,98037-2797,425.431.7754,Public School
32801,Educational Service District 101,32081,Spokane School District,3506,Indian Trail Elementary,PK,6,4102 W Woodside Ave,Spokane,Washington,99208-5099,509.354.3100,Public School
32801,Educational Service District 101,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,PK,12,4961B Hunters Shop Road,Hunters,Washington,99137-0007,(509) 722-3311,Public School
34801,Educational Service District 113,34402,Tenino School District,3509,Tenino High School,9,12,500 West Second Ave,Tenino,Washington,98589-4024,360.264.3511,Public School
11801,Educational Service District 123,36140,Walla Walla Public Schools,3510,Garrison Middle School,6,8,906 CHASE ST,WALLA WALLA,Washington,99362-3996,509.527.3040,Public School
11801,Educational Service District 123,3400,Richland School District,3511,Richland High School,9,12,930 Long Ave,Richland,Washington,99352-0000,509.967.6535,Public School
6801,Educational Service District 112,8404,Woodland School District,3513,Yale Elementary,K ,5,11842 Lewis River Road,Ariel,Washington,98603-9743,360.841.2900,Public School
6801,Educational Service District 112,8404,Woodland School District,3514,Woodland Primary,PK,3,600 Bozarth,Woodland,Washington,98674-8425,360.841.2900,Public School
11801,Educational Service District 123,11001,Pasco School District,3515,Robert Frost Elementary,1,5,1915 NORTH 22ND AVENUE,PASCO,Washington,99301-0000,509.543.6795,Public School
39801,Educational Service District 105,13160,Royal School District,3516,Royal High School,9,12,955 Ahlers Road,Royal City,Washington,99357-0486,(509) 346-2256,Public School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,3517,McClure Middle School,6,8,1915 1 AV W,SEATTLE,Washington,98119-2601,206.252.1900,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3519,Adelaide Elementary School,PK,5,1635 SW 304th ST,Federal Way,Washington,98023-3431,253.945.2333,Public School
17801,Puget Sound Educational Service District 121,17403,Renton School District,3521,Renton Park Elementary School,K ,5,16828 128TH AVE SE,RENTON,Washington,98058-6149,425.204.4650,Public School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3522,International School,6,12,445 128th Ave SE,Bellevue,Washington,98005,425.456.6500,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,17407,Riverview School District,3524,Cedarcrest High School,9,12,29000 NE 150th St,Duvall,Washington,98019-8519,(425) 844-4803,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,3525,Lea Hill Elementary School,PK,5,30908 124TH AVE SE,AUBURN,Washington,98092-3154,253.931.4982,Public School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3527,Melvin G Syre Elementary,K ,6,19545 12th Avenue N.W.,Shoreline,Washington,98177-2699,206.368.4165,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3528,Redmond High,10,12,17272 NE 104th,Redmond,Washington,98052-2813,425.498.7130,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3529,Mann Elementary,K ,6,17001 NE 104th,Redmond,Washington,98052-3101,425.881.9696,Public School
6801,Educational Service District 112,20403,Roosevelt School District,3530,Roosevelt Elementary School,1,6,615 Chinook Avenue,Roosevelt,Washington,99356-0248,(509)384-5462,Public School
6801,Educational Service District 112,25101,Ocean Beach School District,3531,Long Beach Elementary School,K ,6,400 Washington Ave S,Long Beach,Washington,98631,360.642.3242,Public School
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,3532,Elmhurst Elementary School,K ,5,420 133rd ST E,TACOMA,Washington,98445-1465,253.535.9889,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,3533,Jefferson Elementary,K ,5,2500 Cadet Way,Everett,Washington,98208-3401,425.385.7400,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3534,Chase Lake Elementary,K ,6,21603 84TH AVE W,EDMONDS,Washington,98020-6299,425.431.7494,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3536,Brier Elementary,K ,6,3625 232ND ST SW,BRIER,Washington,98036-8258,425.431.7854,Public School
29801,Northwest Educational Service District 189,31025,Marysville School District,3537,Sunnyside Elementary,K ,5,3707 Sunnyside Blvd,Marysville,Washington,98270-9544,360.653.0645,Public School
32801,Educational Service District 101,32363,West Valley School District (Spokane),3538,Centennial Middle School,6,8,915 N ELLA RD,SPOKANE,Washington,99212-0000,509.922.5482,Public School
32801,Educational Service District 101,32363,West Valley School District (Spokane),3538,Centennial Middle School,6,8,915 N ELLA RD,SPOKANE,Washington,99212-0000,509.922.5482,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,3539,Lakes Elementary School,PK,6,6211 Mullen Rd SE,Lacey,Washington,98503-7198,(360) 412-4600,Public School
34801,Educational Service District 113,34111,Olympia School District,3540,Leland P Brown Elementary,K ,5,2000 26TH AVE NW,OLYMPIA,Washington,98502-3906,360.596.6800,Public School
11801,Educational Service District 123,36250,College Place School District,3541,John Sager Middle School,7,8,1775 SOUTH COLLEGE AVENUE,COLLEGE PLACE,Washington,99324-1771,509.525.5300,Public School
6801,Educational Service District 112,6037,Vancouver School District,3543,Jason Lee Middle School,6,8,8500 NW 9TH AVE,VANCOUVER,Washington,98665-7799,360.313.3500,Public School
6801,Educational Service District 112,6119,Battle Ground School District,3545,Laurin Middle School,5,8,13601 NE 97TH AVE,VANCOUVER,Washington,98662-0000,360.885.5200,Public School
6801,Educational Service District 112,8404,Woodland School District,3546,Woodland High School,9,12,757 Park,Woodland,Washington,98674-9498,360.841.2900,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3547,Camelot Elementary School,PK,5,4041 S 298TH,AUBURN,Washington,98001-1581,253.945.2500,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3548,Audubon Elementary,K ,6,3045 180th NE,Redmond,Washington,98052-5810,425-881-9575,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3549,Ready Start Preschool,PK,PK,15130 NE 95th ST,Redmond,Washington,98052-2516,425.702.3461,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3550,Lake Youngs Elementary School,K ,6,19660 142nd Ave SE,Kent,Washington,98042-3006,(253) 373-7646,Public School
17801,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,3552,Capt Johnston Blakely Elem Sch,K ,4,4704 Blakely Ave NE,Bainbridge Island,Washington,98110-2259,206.780.2060,Public School
17801,Puget Sound Educational Service District 121,17401,Highline School District,3553,Aviation High School,9,12,615 S 200th St,Des Moines,Washington,98198,(206) 716-0006,Public School
39801,Educational Service District 105,19028,Easton School District,3554,Easton School,K ,12,1893 RAILROAD STREET,EASTON,Washington,98925-0008,509.656.2317,Public School
34801,Educational Service District 113,21303,White Pass School District,3555,White Pass Elementary School,K ,6,127 Kindle Road,Randle,Washington,98377-9209,360.497.7300,Public School
6801,Educational Service District 112,6037,Vancouver School District,3556,Vancouver Home Connection,K ,12,2901 FALK RD,VANCOUVER,WASHINGTON,98661-6392,360.313.4990,Alternative School w/ > 50% From Within District
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,3557,Fruitland Elementary,PK,6,1515 Fruitland Ave,Puyallup,Washington,98371-7369,253.841.8734,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,3558,Wildwood Elementary,PK,6,1601 26th Ave SE,Puyallup,Washington,98374-1349,253.841.8746,Public School
32801,Educational Service District 101,10309,Republic School District,3559,Republic Junior High,6,8,30306 E Highway 20 ,Republic,Washington,99166-8746,509.775.3171,Public School
29801,Northwest Educational Service District 189,31015,Edmonds School District,3560,Alderwood Middle School,7,8,20000 28TH AVE W,LYNNWOOD,Washington,98036-6998,425.431.7579,Public School
29801,Northwest Educational Service District 189,31201,Snohomish School District,3561,Riverview Elementary,K ,6,7322 64th Street SE,Snohomish,Washington,98290-0000,360.563.4375,Public School
32801,Educational Service District 101,32354,Mead School District,3562,Colbert Elementary School,K ,6,4625 E GREENBLUFF RD,COLBERT,Washington,99005-9654,509.465.6300,Public School
4801,North Central Educational Service District 171,4228,Cascade School District,3564,Cascade High School,9,12,10190 Chumstick Hwy,Leavenworth,Washington,98826-9113,509.548.5277,Public School
6801,Educational Service District 112,6037,Vancouver School District,3565,Washington Elementary,K ,5,2908 S ST,VANCOUVER,Washington,98663-2932,360.313.3050,Public School
29801,Northwest Educational Service District 189,15201,Oak Harbor School District,3566,Olympic View Elem,K ,5,380 NE Regatta Dr.,Oak Harbor,Washington,98277-0000,360.279.5153,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3567,Sunnycrest Elementary School,PK,5,24629 42ND AV S,KENT,Washington,98032-4197,253.945.4100,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,3568,Lake Grove Elementary School,PK,5,303 SW 308TH ST,FEDERAL WAY,Washington,98023-3957,253.945.2900,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3569,Echo Glen,5,12,33010 SE 99TH ST,SNOQUALMIE,Washington,98065-9798,(425) 831-2522,Institution
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,3572,Mt View Elementary,PK,6,3411 119th Ave E,Edgewood,Washington,98372-2017,253.841.8738,Public School
